clip_id,group,category,prompt,gen_index,model,lufs_in,peak_in,proxy_arousal_deploy,proxy_valence_deploy,aux_arousal,tempo_bpm,onset_density,rms_mean,spectral_flux_mean,roughness,num_inference_steps,cfg_scale,seed,clip_seed,config,proxy_arousal_foldmean
controls.high_arousal.p3.g1,controls,high_arousal,high energy upbeat party music,1,stable-audio-3-medium,-21.786406991689283,0.663665771484375,5.190917024162023,5.791485094234184,5.281818893669845,117.45383522727272,5.067984974041534,0.0814169570803642,0.0352220125496387,0.1521315852897918,8,1.0,0,31181,sweep_s8_cfg1.0,5.54568601648869
controls.high_arousal.p3.g3,controls,high_arousal,high energy upbeat party music,3,stable-audio-3-medium,-18.89747992651915,0.962432861328125,5.904936670179995,5.669051559955404,5.683234827587411,92.28515625,4.539248902071316,0.1104508340358734,0.034384399652481,0.2421055171436947,8,1.0,0,46993,sweep_s8_cfg1.0,5.790509877383253
controls.high_arousal.p4.g1,controls,high_arousal,fast exciting drum heavy music to get pumped up,1,stable-audio-3-medium,-23.06864468748518,0.780792236328125,5.087573419259405,5.757826054931699,8.026032976917747,117.45383522727272,5.423009006190728,0.0555693991482257,0.0412908047437667,0.5864063094754766,8,1.0,0,20492,sweep_s8_cfg1.0,5.084980291757759
controls.high_arousal.p4.g3,controls,high_arousal,fast exciting drum heavy music to get pumped up,3,stable-audio-3-medium,-16.74898615445123,0.84295654296875,4.107775679147414,5.430792477281116,6.803446994665326,161.4990234375,4.523782169117647,0.1634867787361145,0.0865499451756477,0.1630933212888166,8,1.0,0,33025,sweep_s8_cfg1.0,4.410284889113855
controls.high_arousal.p5.g1,controls,high_arousal,adrenaline pumping racing game music,1,stable-audio-3-medium,-23.117631758328933,0.72650146484375,4.644648475242168,3.999534432957567,4.204403833346148,117.45383522727272,2.100237389469453,0.0630776211619377,0.0376945585012435,0.200124273019871,8,1.0,0,74066,sweep_s8_cfg1.0,4.219480327914285
controls.high_arousal.p5.g3,controls,high_arousal,adrenaline pumping racing game music,3,stable-audio-3-medium,-22.93419219553188,0.693267822265625,3.960470107144362,4.017749790696981,4.129116526669385,123.046875,1.6599972007328991,0.0586790852248668,0.0332768596708774,0.1334180698809401,8,1.0,0,30544,sweep_s8_cfg1.0,3.98613183279478
controls.high_arousal.p6.g1,controls,high_arousal,loud powerful rock music with heavy drums,1,stable-audio-3-medium,-16.295354196929292,1.0,6.27192507734526,6.18309065889445,5.692448893958947,99.38401442307692,3.6001175548589344,0.1457421779632568,0.0283011142164468,0.1475666411190435,8,1.0,0,93606,sweep_s8_cfg1.0,6.241294645419101
controls.high_arousal.p6.g3,controls,high_arousal,loud powerful rock music with heavy drums,3,stable-audio-3-medium,-17.916641926427637,0.82476806640625,6.135398868148166,5.333532237668382,5.421039353212288,123.046875,3.3869811578372477,0.1345804631710052,0.0318652763962745,0.2753395541423193,8,1.0,0,65343,sweep_s8_cfg1.0,6.120417134937953
controls.high_arousal.p7.g1,controls,high_arousal,explosive festival EDM with hard drops,1,stable-audio-3-medium,-16.11994614111197,1.0,5.5856860889195925,6.170265122858855,5.860047907912396,129.19921875,2.7446466159326426,0.173686608672142,0.0402368269860744,0.1782318654099397,8,1.0,0,53238,sweep_s8_cfg1.0,5.825976678444765
controls.high_arousal.p7.g3,controls,high_arousal,explosive festival EDM with hard drops,3,stable-audio-3-medium,-15.507531613219056,1.0,6.1062530943365525,6.460566569703917,6.432923655608603,129.19921875,4.875870112559241,0.1880465894937515,0.04315135627985,0.1862518695972654,8,1.0,0,218,sweep_s8_cfg1.0,6.0125113124812986
